Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics
2018-06-27,,Foundations of a Soulmaking Dharma,10,2018_0627 Wisdom and Desire.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/nr5HSbfY2p3agx8rBJrwNw/UoKZ3nCfS7-2tb3gc3luQDkcRqs4ywR5DiuTfPJh4yoTM7-18PKEO7_tfEHIVEll7dqodFF1Ujq_3NI8pPzE71zOjiBbrngtrrGKFNWWeBvIlc1j2DsbrxAE-_YhJNBG/h6yEpZjmzdYP-o6hiyWSbBZsXeROT9zLUd1HDzP5yN4),Wisdom and Desire,https://dharmaseed.org/teacher/210/talk/51531/,imaginal/soulmaking,"Practice: Opening to the current of desire,eternality / timelessness,""eros and craving, distinguishing and working with"",soulmaking: aspects of the imaginal,fantasies of the path,desire/eros"
2018-06-27,,Foundations of a Soulmaking Dharma,11,2018_0627 Sailing the Oceans of Soul Q and A.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/GWtzKzLIdSEqepKG0lxs4w/CPeW0c2BBrm9HMWbKeIiNwFSf97lyZ9m_O1oYOrmNTHLgW4IwIBJSYNcqC-0934UkfNIiNaQoOEZXvdKdHV0mntnxiiVgkGJXIGnJ-hmYcQkwe8md4RV0k5XvJsBr2hH/W9wFI3kMiQSpD5P83RzPfn5_G0z5S49CFeevqGLUndk),Sailing the Oceans of Soul (Q & A),https://dharmaseed.org/teacher/210/talk/51532/,imaginal/soulmaking,"""soulmaking: movement, mudras, and voice"",soulmaking: modulating fading in imaginal practice,jhana,energy body,concepts/logos"
2018-06-28,,Foundations of a Soulmaking Dharma,12,2018_0628 The Spreading of Five Wings.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/NGGg-EpE6yG0ROcKTDN7pw/pdV9uTbUbD5RyAVoMV3aCpWuuXXX8B0PgmXBEB8kef0616pMuSo66gb8B49Pv1uk5PvePi7lwWbfKuDD0XaB1eDWVu550YoSRK7eEINNKQPw1_3RzMilwQfc7_wktq2g/odTNHytt9Y6JpDgdzVyypJB3cUJKEbY-cMZtLqo9X58),The Spreading of Five Wings,https://dharmaseed.org/teacher/210/talk/51534/,imaginal/soulmaking,"eros-psyche-logos (the soulmaking dynamic),""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",desire/eros,energy body,soulmaking: allowing it to spread in all directions"
2018-06-28,,Foundations of a Soulmaking Dharma,13,2018_0628 Sharing Soul Sense - A Temenos Exercise.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/iAsZiDaEZqN_ppfbCU25YQ/0NUmoPiGNdRLrnZA3yPAuL8zoxFDbEX-bJVYVgSOqJbCANKGqZBXMQIEWd-EP_oEqgZN7DpmkSE247DDnYB1J36OaJ1rL7-J5x0BzbJlPoyeoStKqQLJvyB49xKMT5oIVkTkFpQOa-F6tQza0Qd_lA/MwC6mpdAkrT6PEGnnGc7wIjMh4Mr3y9NKx7WJpvD4KA),Sharing Soul Sense (A Temenos Exercise),https://dharmaseed.org/teacher/210/talk/51535/,imaginal/soulmaking,"soulmaking: temenos (sacred space) / dyad and group practice,guided temenos / dyad exercise"
2018-06-28,,Foundations of a Soulmaking Dharma,14,2018_0628 Soul Making Dharma Q and A.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/EKl7OGVfJLGU6aoyfrxCFQ/KdelVoAP814Y2sU-UXH6dUdXYoacUJ6zFZ7nQMD90kxVL8H_M3bDI5yGu6kuScelelb7ZlXWbhRCnErT26jamq3SRGvXMB9EUO47ofqrSsV2jzoj2AIe86pqRwc-SQxq/BAiu4vB5J-1dl1OORa-jBfB-QH0CtHWEx0m5FjCQSHA),Soul Making Dharma (Q & A),https://dharmaseed.org/teacher/210/talk/51536/,imaginal/soulmaking,"soulmaking: discernment and delineation in soulmaking,soulmaking: participation,energy body,awakening,concepts/logos"
2018-06-29,,Foundations of a Soulmaking Dharma,15,2018_0629 Of Hunger and Humility.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/BtjUwTYlJqDsA3X1HJeOfw/2srkBejT5MBk15ToKJeyv-QWLUw3rlBo5dSf2YqswZLp23-Gt0t9XI8XeL3n_8YxERhOzfBCO3PN_d16WYwmOqnnPTDRqkj4OUOgnwaO8sEBC_VQhwDtQKbfXFsiCnf6/amyRa7OLrZX3zlA5Sgy63xrO8VsgAydCkj4Mj5_jabY),Of Hunger and Humility,https://dharmaseed.org/teacher/210/talk/51537/,imaginal/soulmaking,soulmaking: temenos (sacred space) / dyad and group practice
2018-07-23,,Emerge Podcast,1,2018_0723 A Spiritual Paradigm for the Infinite Game.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/AXhxtdE1WoErWGKymBPuRw/cHdy-8XicNo5D5sXE0tCw60tD_GD6dan8SiYy_5EP0B7kAKJvt1x_xbuIekvtD-mRZJwFJzzovDDvVDY7vPIuiuAIkX_CGsf2oJ1rGtKA48eqUuedlIJsTy_FtF0J0qMI1UIFb-dRP-8pBuzrL0FCQ/WMRlAiBVLwdK9QcpnLKfcc948JROix-5S5N-7nSabh4),A Spiritual Paradigm for the Infinite Game,https://anchor.fm/emerge/episodes/Rob-Burbea---A-Spiritual-Paradigm-for-The-Infinite-Game-e1r0sd,"emptiness/insight,imaginal/soulmaking","""central concepts: fabrication, ways of looking"",Rob biographical,""emptiness/insight: fading, unfabricating"",emptiness: dualistic view of fabricated vs the Unfabricated,awakening: emptiness / non-duality of nirvana and samsara"
2018-08-01,,Assorted Writings,1,"""2018_0801 Gaia House newsletter poem - Ikon, pg 34.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/7rYA-9Vbflj6w9c8DXJyag/vRjQokEho0cAg-VtylsUAe05mu_SVsB0Yx4Diq9W7narNyZAlVMcf4_bKYbvcAamMbiqCKM4YTghTRO-SsUTTG8N1WNFbdgxtynmUEAgnEhaXSp2ayyoLoJZXqSoSObCffRDv9q3OZB8cCyRTmqnZw/cdAYaVvypsRT4RuEWUWiyG6LT8ftpZtsNomDwFmc5ZE)""",Poem: Ikon (page 34),https://gaiahouse.co.uk/wp-content/uploads/GAIA-HOUSE-Summer-2018-Spreads.pdf,imaginal/soulmaking,
2018-08-18,,Emerge Podcast,1,2018_0818 Rob Burbea Responds.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/CYjRzgFx9ncmJi-Wxaubbg/yLiov50VCLb4qip41yQrFbh949hbR6cjA9TH94QYVJqKJHvuserCkRTGDX8JYxmuwgBz13kdSJfPXMXGR6__38mG77YejUkqE5JavdutkkgTl9p0C8Vykr7RlCr_fdW5/HFCkKzthrCTuzF2hlCvXRYI0rUFGR3R1Jv4PIP1yRRU),Rob Burbea Responds,https://anchor.fm/emerge/episodes/Rob-Burbea-Responds-e1vm3d,"emptiness/insight,imaginal/soulmaking","soulmaking: doubts/concerns in or about imaginal practice,""soulmaking: retaining the personal, unique, particular"",soulmaking: aspects of the imaginal,images: intrapsychic and extrapsychic images,ethics/engagement,insight and cultivation (aspects or wings of the path),soulmaking and emptiness,soulmaking: prerequisites and foundations,fullness of intention (not primarily in service of self),soulmaking: comparing and contrasting with tantra,simplicity and simplism,aging/sickness/death"
2018-08-27,,Deconstructing Yourself Podcast,1,"""2018_0827 Emptiness, Liberation, and Beauty - with Rob Burbea.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/UiitcRMzM2IyVLZFCgPtwA/zP-K529eCoUEAxoCB7boh3qv9VenpDjwjXp8XQxCC--dxUOiUPlGtW2zmjFecZQeu_QzGHu2kjIfVMiiTewa9mj6XHGjt-fLyZVFNXwMHHU6Jc_4I4NrYQEytnqiuhyf9tTMj_kqnhcu9tcMVrgCeQ/lr7aYpCnrIzKgSJt8fstuAA8eEHYWaJ2hO7AmV1gVIQ)""","Emptiness, Liberation, and Beauty – with Rob Burbea",https://deconstructingyourself.com/dy-025-emptiness-liberation-and-beauty-with-guest-rob-burbea.html,"emptiness/insight,imaginal/soulmaking","""central concepts: fabrication, ways of looking"",emptiness: what is emptiness?"
2018-09-03,,Emerge Podcast,1,2018_0903 Meditation Fantasies and the Soulmaking Dharma.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/-eatkOBs_amuiO6uQHiFIQ/gKyWPPALvvZ_OJNtxTGg3YrQFSCs3NnSqdcHiIU3P0axrS8imefXFofe995sJ6r643-irt-I9rbBuoKJMOKqeExZaqCFiPYIVbhcZhMEfnWrne6vjnAN049zltutQuasriW3dqosNuM0PMN65Xo8Ag/jodOF2KQSTwZVcEhh6Tg2rv4S8Qazyre_T0OAzAkDp4),Meditation Fantasies & the Soulmaking Dharma,https://anchor.fm/emerge/episodes/Rob-Burbea---Meditation-Fantasies--The-Soulmaking-Dharma-e24sqa,"emptiness/insight,imaginal/soulmaking","fantasies of the path,desire/eros,sexuality/romantic relationships,""central concepts: fabrication, ways of looking"",phenomenological approach to meditation,mindfulness,emptiness: what is emptiness?,soulmaking and emptiness,mystical openings and experiences,concepts/logos: importance of supportive conceptual frameworks,concepts and ideas are present in all perception,concepts/logos: ways logos can be too limited,the Unfabricated"
2019-03-23,2019_0323 Roots into the Ground of Soul.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/VKq6ZoqiLW0B3Uc1b6lGFg/9zh5-X5LI6CLJ8wHxReHGnMrzCBxbVAtjJbVT1shjqeQu3qLTdWZRlx_bgUBObC3csUYFn1REF0X2m2GZ-f9CVczfcZm12J-6JYr-bbINUjRHhQbq-GiDfGmSZ-uHzn1/anLaCBGfaBIfWs9rbPHy4BUB6cfHDRV1X3RVNqJnINA),Roots into the Ground of Soul,1,2019_0323 This Retreat.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/zB0zV0BHFoDT6JkCL7-ECA/1w4jqBZoS3BTQcYvWmeSTiZIvtb1IKTFvDfVUmLmRmcxjsWpvsj95Vrb8RUwpgt22NX_ZHtkrDNNv7AiVdMPLBU2yHwYHiSn0OVsRPxVx7o/xE5crOrjJUe_QGqg0RYDqS4jFHljF17ik8Jmy7ypz9w),This Retreat,https://dharmaseed.org/teacher/210/talk/58652/,imaginal/soulmaking,"guided temenos / dyad exercise,soulmaking and dukkha,aging/sickness/death,soulmaking: temenos (sacred space) / dyad and group practice,blessing,judgment/inner critic"
2019-03-24,,Roots into the Ground of Soul,2,2019_0324 The Imaginal-Energy Body Q and A.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/14SC-uctW13pO55Zzaa0Jg/nYwJ_fCwhcg8PxTIXtd5WnMU9-evPUQNYqYXKJiOv3N5Ph3N5A6-847PARGcswnXPK5toyzgwqRSTvLm_Y5NG9P9DSCK8yQTFV04pYTl9ytJ5YpceX6YywMNSx4wuSvr/jQwHXAPHRv1UYsdYcUwz8LiV3lOn6CJE4HX2MCkOIiA),The Imaginal-Energy Body (Q & A),https://dharmaseed.org/teacher/210/talk/58615/,imaginal/soulmaking,"energy body,definitions: energy body,images arising through body / energy body,Dharma talk listening tips: caution with definitions / delineations,""energy body: evolution of the term, from samadhi to imaginal"",twoness / balance of attention practices or instructions,samadhi,aging/sickness/death,images: using the energy body to navigate,""energy: tolerating more energy, noticing limits on range and intensity"",art and soul,fullness of intention (not primarily in service of self),jhana,jhana and soulmaking"
2019-03-24,,Roots into the Ground of Soul,3,2019_0324 A Rite of Angels.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/qPPmdR_rcDRJryoaoBf9fQ/as7DtxMbSk6QRMEOFRsaKg71sHnz-Q-XQOdhwf69TEMAbOE8Rqdkrg4CnArIhoxSPTWnUbBPwb54YxLZXZIAFYTLoLDzWZdNLIBCZ9XQdzlVbI0ijE08-seq0tNH-3Yz/6xpZ4ufJOEsuzHnyqbHrpBtrm90XUyO__axmPF0sK4U),A Rite of Angels,https://dharmaseed.org/teacher/210/talk/58614/,imaginal/soulmaking,"guided reflections,guided temenos / dyad exercise,ethics/engagement,blessing,guided practice or instructions on voice / movement,""soulmaking: movement, mudras, and voice"""
2019-03-25,,Roots into the Ground of Soul,4,2019_0325 Dukkha and Emotions in Soulmaking Practice.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/pf5-PdevtHu9kpN5hi0TnQ/YNJUdjP8l5aRbR2OUwXtzW21WZ8o43hQOfKnspADz3h7dXnrO3bbBo284Umb5gY92mtiiPOOfH0IAS81Uxw-z3FATzJic6wh3X1-_vuStBOHQbMXQ0bWsvuGUHh38g10iU4VCK_1BE2reCJu2Jp1AQ/mp6ZMxxE4aNIOzDWgIqvCw39bUKlnHpAHUdwsrjPemg),Dukkha and Emotions in Soulmaking Practice,https://dharmaseed.org/teacher/210/talk/58610/,imaginal/soulmaking,"soulmaking and dukkha,emotions,emotions / mind states: anger,dangers or shadow sides in any dharma path,soulmaking: prerequisites and foundations,images: not reducing to one meaning or causal explanation,""emotions: increase energy in attention, decrease in emotion"",cosmopoesis: how it develops and spreads,fullness of intention (not primarily in service of self),ethics/engagement,""soulmaking: conflicting demands of disparate angels, antinomies"""
2019-03-26,,Roots into the Ground of Soul,5,2019_0326 On Practising with Images Q and A.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/YcNQEWk5N-6DJkqUdFGh5w/9HR_J8jyogYKAAiLspw7iPNpChZccoD6DIwi_EOfvodWccZg-JoCTgEIVEdhMU4XXv8m6q4AzGrgA8hB-B1uFdv9UdQXMQbdyg-GBGQ8XrMkAxkBZUrhq9D7C3wPxiT3/XvkoYwUtpHMEYFMSiCl-hxuUhUPVWE-vbfMe92Fjd7c),On Practising with Images (Q & A),https://dharmaseed.org/teacher/210/talk/58613/,imaginal/soulmaking,"""soulmaking: self becoming imaginal, re-enchanting self"",art and soul,soulmaking: aspects of the imaginal,images: iconic/poetic versus narrative images,""soulmaking: form of image fading, essence remaining"",images: love in and from images,emotions / mind states: shame or unworthiness,soulmaking: care in working with imaginal figures of actual people,soulmaking: doubts/concerns in or about imaginal practice,""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",soulmaking: vertical spectrum / imaginal concertina"
2019-03-27,,Roots into the Ground of Soul,6,2019_0327 Eros and Desire Q and A.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/z7PWNdbWWk3Wa0i0PRLFyQ/hIQCaIt3SROCJHJnzFOk3Vsvrbx0lG6SQ-P4ow-wpz8g1hdK3DaCyoNz4kF5uTnwA1K0S06PkTS8STU4oBzW2xGHeat_gVHndSG7OATZsogn6d72Xrgs0uN1dz238RPf/CkCBU-PJp3ScuKJ59UIqEdRHdCWpsQKdYLN6tUVk-II),Eros and Desire (Q & A),https://dharmaseed.org/teacher/210/talk/58611/,imaginal/soulmaking,"definitions: twoness,""twoness, differentiation, retaining particularities"",soulmaking: oneness in the erotic-imaginal,twoness / balance of attention practices or instructions,soulmaking: temenos (sacred space) / dyad and group practice,soulmaking: concerns about vanity/narcissism in seeing divinity,soulmaking: importance of and reasons for practice,""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",cosmopoesis,cosmopoesis: how it develops and spreads,desire/eros,Kabbalah,soulmaking and emptiness,soulmaking and emptiness: erotic relationship with emptiness,""eros and craving, distinguishing and working with"",soulmaking and developmental psychology,soulmaking: allowing it to spread in all directions,soulmaking: re-enchanting the body,images: archetypal,Jung"
2019-03-29,,Roots into the Ground of Soul,7,"""2019_0329 Image, Ethics, and Awakening Q and A.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/gpLSoetcbYzuvwF7q7acfA/nztN6wbCf_INRD728wCu6sRSKtEddPv20deX3eSpMtvN1NKNCxACoNw0cPmDV7EfXcJR5Z2-9kdo6sxLUwWUpJbNUNXzw9EDKmYAVNRyB5UuQnRe--d5Kf8gxbq3SzcHguQDo6xUsvj2vtPOE7ytig/cdduoAAot3RPHBp4H10agsM6Y3Lsnb4xKFPKcaBoBsM)""","Image, Ethics, and Awakening (Q & A)",https://dharmaseed.org/teacher/210/talk/58612/,imaginal/soulmaking,"ethics/engagement,awakening,""soulmaking: movement, mudras, and voice"",soulmaking: care in working with imaginal figures of actual people,sexuality/romantic relationships,soulmaking: sexual erotic-imaginal,""sexual energy, working with"",critique: rapid seeing of impermanence,working with difficult emotions / sensations / energies,""dark nights, kundalini explosions, and rapid impermanence"",impermanence (anicca),images: examples of navigating an image,images: what is an image?,antinomies in values/ethics,emotions: deep samadhi reducing tenderness of heart"
2019-03-30,,Roots into the Ground of Soul,8,2019_0330 Closing Comments From Rob - Soulmaking and Sangha.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/iSLW3ZeM_zlmOrnSIE3n-g/vB9V8XI7xCdRhGPe-entzSUTOC3mHUiiE1Hdwh1NVSNSVomYzk2OuqNUvyu7NnTfIkC7LRUOZlMMomevAuQ7sRC9AICxD2RDVY9VKO8YzLnPWdLHRTETfq7BPyVnYIAuXeCzNDHXzC-KPD-9JlmY0A/9Ecw7ejHvX0zNT4uPLQUUReoHgD58mJYH93Fuym3-UI),Closing Comments From Rob - Soulmaking and Sangha,https://dharmaseed.org/teacher/210/talk/58609/,imaginal/soulmaking,"""supporting practice in daily life, off retreat"",soulmaking: vulnerability of sharing images,soulmaking: challenges of teaching or explaining"
2019-05-25,"""2019_0525 Four Circles, Four Parables of Stone and Light.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/aEpjcyiYYssGc-ZjqZLArQ/nPR2gaZ7-Lu7grc6V8INe5fz4BQl3NLsLsf6996KaOLf8vaCM6gQJWUmW5LjT5AL7eGtS1qWTzkDhda3UYCSTumDyhz27Zn9fGpM1UOnqZSIKHV7DGpvMcBHQm5KJG060Xb-m_Sf-VSww-K1dbqQ6Q/eyZX-gBYrfUygbe39wELvu5N8-ZUN6NfUDmlNFtQP68)""","Four Circles, Four Parables of Stone and Light",1,2019_0525 The Way of Image.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/rWtfbrfxFsOCMQvlcjVJdg/U23eBjJ0TaXuyb8nUjMWbz-OHIiMnNmnFIpYvqzVPac6NB-4OcHadGF1G_9fTKDv9gDHfnlgq3DTzgCCxLGbyMOW8gPaCftkxNFgAPifu8zE5OUb3rlGB_SPTva85kKl/c5C2-oPg8MY9L9VtwRFDtgGoqnf9Kf_KTty2eIMBeNQ),The Way of Image,https://dharmaseed.org/teacher/210/talk/58787/,imaginal/soulmaking,"soulmaking: prerequisites and foundations,definitions: imaginal and sensing with soul,Dharma talk listening tips: caution with definitions / delineations,definitions: soul,soulmaking: threeness,""soulmaking: different imaginal frameworks (Burbea, Hillman, etc.)"",concepts/logos,images: fixated image vs mindful observation vs imaginal,Middle Way of the imaginal,definitions: fantasy,images: what is an image?,soulmaking: aspects of the imaginal,images: examples of navigating an image,""soulmaking: conflicting demands of disparate angels, antinomies"",cosmopoesis,cosmopoesis: how it develops and spreads,definitions: refraction,aging/sickness/death,""soulmaking: self becoming imaginal, re-enchanting self"",soulmaking: moving towards the fully imaginal"
2019-05-26,,"Four Circles, Four Parables of Stone and Light",2,2019_0526 The Crucible.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/5ofh8GX0xIwf8qCA2JOI7A/l-t4IBYJ5oKe-Xb9f_N7nnuLdxHKXAb_paaLnEv9Q8tQVOTDoJoVLv-sDenVLwLzNBkE48zr4UBAaEo_jnZHCV-1jr_0u3o-4hTtLz4hdVE/XzpWT1NkKMKtchG0sE7UhEzbXvulQxkzmrIS2PEnDMU),The Crucible,https://dharmaseed.org/teacher/210/talk/58783/,imaginal/soulmaking,"images: how to get images,images: examples of navigating an image,energy body,emotions,images: in relation to difficult emotions,soulmaking and dukkha,cosmopoesis,cosmopoesis: kinds sustained from or with emotional well-being,""soulmaking, vulnerability in"",soulmaking: doubts/concerns in or about imaginal practice,twoness / balance of attention practices or instructions,soulmaking: retaining autonomy of self and other in imaginal practice,""soulmaking, duty in"",sensitivity,soulmaking: sexual erotic-imaginal,images: memories becoming imaginal,definitions: infinite echoing and mirroring,concepts/logos,concepts/logos: possible meditations on ideas,""images: let the body lead, not demanding visual images"",soulmaking: pacing,art and soul,""soulmaking: movement, mudras, and voice"",images: how to get images - the place of stretches and challenges"
2019-05-27,,"Four Circles, Four Parables of Stone and Light",3,2019_0527 Opening the Sense of the Energy Body.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/9QMSxeQs0vGOoFoC6C3QKA/fBm4LGKObBGRpXq-Yo7HG5LRpxy5V-amF-2Id7m1L54UojX4tUBkVev-QcZZCQqzlqo0LlskHYMKn1HAoR1ln8d9sSAgt5yuq-OIESAHtk282wPHgUOc53qcSMqdOooSFAeO2-eow3KG1sclU0tHkA/HM23eIuhF1ioviv4f_ifGbKvkZ76DLgfzUg3aMF_MCU),Opening the Sense of the Energy Body,https://dharmaseed.org/teacher/210/talk/58773/,imaginal/soulmaking,"energy body,definitions: energy body,""energy body, list of aspects involved in sensing with"",Dharma talk listening tips: listening structurally,twoness / balance of attention practices or instructions,""energy: tolerating more energy, noticing limits on range and intensity"",generosity,samadhi,devotion,soulmaking: devotional erotic-imaginal,sexuality/romantic relationships,images arising through body / energy body,soulmaking: re-enchanting the body,soulmaking: temenos (sacred space) / dyad and group practice,soulmaking: sexual erotic-imaginal,soulmaking: vertical spectrum / imaginal concertina"
2019-05-28,,"Four Circles, Four Parables of Stone and Light",4,2019_0528 Heat and the Material.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/tvEPIWkznrJtG1tML3NByw/yr3OoWTbYD_pIf7k2-9jxLPLkZ4IJMKD8_wcumFy3Bwf1hdDfI5bG7cL6s6HxipgyrwS_KymLR6bhI3x3nfxhf3-1nLB9g1p-hpMSwLMxa-j8iR8DlnIZCh-GZFwQQLQ/iwDm3xyMUQ8U5IwtkTWQf_v3D5n-SRf1xjQlJvpChN0),Heat and the Material,https://dharmaseed.org/teacher/210/talk/58771/,imaginal/soulmaking,"emotions,""emotions, skill with"",soulmaking: cultural views around emotions and healthy psychologies,metaphors: fire,""metaphors: water, liquid"",eros: access to both fire and equanimity,emotions: having the whole range of emotions,""images from equanimity and eros, positive emotions and dukkha"",soulmaking and dukkha,concepts/logos,emotions / mind states: anger,soulmaking: prerequisites and foundations,images: how to get images,images: how to get images - the place of stretches and challenges,breaking of the vessels (Shevirat ha-Kelim),soulmaking: challenges of teaching or explaining,images: not reducing to one meaning or causal explanation,not-self in imaginal practice vs classical anatta view,images: examples of navigating an image,noticing/inhabiting power and strength,image: inquiring into where the dynamism is"
2019-05-29,,"Four Circles, Four Parables of Stone and Light",5,2019_0529 Until All is Liquid - Emptiness and Sensing with Soul.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/pUMWKGMiLHnIomzrWJFm5g/Uea6Zji-uXlnHcStQcOvrBO7tqHwQIV-CPV_riub5wgUvgpCr6z6PA2qU398RQfMfsNMqlCGVHhCRyf00hPxnkmqzbb75eM7rQVbOWDnG3yIh-SJB66dfHeAGb5BXJOYLPNXnGysP_63IflBKQEpu3qrpPdIe4Fa5c6y6Aj6udk/BcDEW3wXRN_rBrGz-5vLtVyVJ88d_BQrph2n-tEt8po),"""Until All is Liquid"" (Emptiness and Sensing with Soul)",https://dharmaseed.org/teacher/210/talk/58786/,"emptiness/insight,imaginal/soulmaking","soulmaking and emptiness,Middle Way of the imaginal vs emptiness Middle Way,soulmaking: spectrum of reification in imaginal practice,working with tightness/pushing for more fading in emptiness practice,emptiness/insight: liberating insight without cessation,""central concepts: fabrication, ways of looking"",emptiness: what is emptiness?,""metaphors: water, liquid"",""emptiness/insight: fading, unfabricating"",soulmaking: challenges of teaching or explaining,""Corbin, Henry"",Kabbalah,aging/sickness/death,metaphysics: ontic status / different kinds of reality of perceptions"
2019-05-30,,"Four Circles, Four Parables of Stone and Light",6,"""2019_0530 Daimon, Refracted.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Y5QTDCjyuKVSzQrI-0J_BA/vNOw3zuysCORatN2D2duQYDR77_mtCOI1vPRItxGr55yEk7ZFC5sGtasrZJ_FmfgA9zpk3UFeP_NMt8-UrSQiZpcYQExLip6LeVoizdMY7yuJ1fNodDk7xPSZnly4vWE/qrxac1BE3OgIaUy0iDwnsNn-2B0x35TDqIX1muOveMM)""","Daimon, Refracted",https://dharmaseed.org/teacher/210/talk/58766/,imaginal/soulmaking,"""soulmaking: self becoming imaginal, re-enchanting self"",soulmaking: allowing it to spread in all directions,guided imaginal practice,Middle Way of the imaginal vs emptiness Middle Way,soul desire to imprint / make impression on others,""inner critic, imaginal practice with"",inner critic arising in connection to deep longing,soulmaking and dukkha,guided practice or instructions on voice / movement,""soulmaking: movement, mudras, and voice"",soulmaking: hearing imaginally,images: examples of navigating an image,soulmaking: comparing and contrasting with tantra"
2019-05-31,,"Four Circles, Four Parables of Stone and Light",7,"""2019_0531 Dimensionality - Humility, Duty and Love.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/FQdMEk9daea8RgqiTuRqrw/3Isxj3zZpulpR8pa-3-2CspqKCsXr2JGnwUScxkwwLiHQs2V8r_1uzyRThD1_TPr8c_brepDnaX63NTEORSKYBhmH7HnuCb6RNKzybUfUWHoB0EOr3wh6c6OTy_DlzffOkekPhzGf5lsWQcwF7tJMw/q3izBHI9tclMHCqHfOGBO6-MHsdNZjjnlRDZAuUKKhc)""","Dimensionality, Humility, Duty, and Love",https://dharmaseed.org/teacher/210/talk/58770/,imaginal/soulmaking,"soulmaking: aspects of the imaginal,soulmaking: purpose of teachings on aspects of the imaginal,""soulmaking: aspects of the imaginal, refinements of terms"",""soulmaking: self becoming imaginal, re-enchanting self"",images: not reducing to one meaning or causal explanation,""twoness, differentiation, retaining particularities"",soulmaking: dimensionality and anchoring / rooting in the divine,definitions: refraction,soulmaking: temenos (sacred space) / dyad and group practice,soulmaking: participation,metaphysics,aging/sickness/death,prayer,""soulmaking, duty in"",images: love in and from images,""Hartmann, Nicolai"""
2019-06-01,,"Four Circles, Four Parables of Stone and Light",8,"""2019_0601 The Invitation of Otherness - Autonomy, Eros, and Intentionality.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/a7nZ-Wq-q3nlZx52xvRuaA/NNgZmRm1Oqtur2PkBxTrVBZNqOjweTII5eDLyRFLzy9jP-S8Vp2QXqThYzYn_UwVimnZUACItkp6_gEGFe1lpQo3-SeA6Q2UP4UG0ZuBoi1UhukAHmyWXG_1DTVcx99p82e4IXasccpKj6IYddq2-5MUuhtEEy4p396Ae9M1V9M/GqyXoFAdr5h2di1IuW02azn5meV2JMvPXAiwbznlR5I)""","The Invitation of Otherness (Autonomy, Eros, and Intentionality)",https://dharmaseed.org/teacher/210/talk/58784/,imaginal/soulmaking,"""twoness, differentiation, retaining particularities"",""soulmaking: aspects of the imaginal, refinements of terms"",soulmaking: aspects of the imaginal,soulmaking: retaining autonomy of self and other in imaginal practice,""soulmaking: form of image fading, essence remaining"",soulmaking: dimensionality and anchoring / rooting in the divine,desire: conditions that shape the relationship with desire,soulmaking: sexual erotic-imaginal,fullness of intention in healing eros and sexuality,fullness of intention (not primarily in service of self),soulmaking: intention for soulmaking vs universal sacredness,soulmaking: anteros,desire/eros,sexuality/romantic relationships,authenticity"
